"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A_1_1","A_1_2","A_1_3","A_2_1","A_2_2","A_2_3","A_3_1","A_3_2","A_3_3","A_4_1","A_4_2","A_4_3","A_5_1","A_5_2","A_5_3","A_6_1","A_6_2","A_6_3","A_7_1","A_7_2","A_7_3","A_8_1","A_8_2","A_8_3"
"lcl|NZ_CP097576.1_cds_WP_242030272.1_3082",88.7011833761967,4.75353610217191,0.936774253380669,5.07436672711398,3.88788607311253e-07,9.31230197152702e-06,3.51580298849415,16.7411915007906,19.533688758733,155.241891893105,236.297952897318,301.023270196175,1.10099655321143,1.64707846834597,3.38407462858622,249.402379181515,455.101128256474,607.529069324223,7.27262030846181,0,3.88068217819675,10.9101215171792,7.24208546382256,0,0,1.7724601305879,0,27.2809291034743,3.5446626142024,16.4063150658274
"lcl|NZ_CP097576.1_cds_WP_190357843.1_1469",6.52556018264861,4.45069077050684,0.914459342989067,4.86701875225967,1.13294282778024e-06,2.2214565250593e-05,6.02709083741853,7.48948040824842,20.5617776407716,0.577107404807081,2.08498193732928,2.39859179439183,3.30298965963429,3.29415693669193,1.69203731429311,24.2689685745987,39.8512371503042,40.700476866492,2.42420676948727,0,1.94034108909837,0,0,0,0,0,0,0,0,0
"lcl|NZ_CP097576.1_cds_WP_190358074.1_5573",79.4945629888822,4.32882284171584,0.807821219537505,5.3586396804409,8.38508955640484e-08,2.68322865804955e-06,9.54289382591268,8.37059575039529,10.2808888203858,147.739495630613,285.642525414111,181.093680476583,5.50498276605715,10.2942404271623,1.69203731429311,333.052866608855,440.754682882364,382.187404721937,6.46455138529939,7.75412786057205,1.94034108909837,21.8202430343583,4.82805697588171,0,2.32940547497413,7.08984052235159,0,29.3794621114338,3.5446626142024,6.56252602633095
"lcl|NZ_CP046973.1_cds_WP_158201862.1_4765",51.5640973971214,4.26339790392644,0.928633447937982,4.59104495255179,4.41032325388017e-06,6.85764548708288e-05,378.702207617798,51.1046898445186,409.179375051355,70.9842107912709,22.2398073315123,70.758457934559,17.0654465747772,44.0593490282546,46.5310261430605,31.4980230436281,6.37619794404867,29.7808367315795,194.744610482144,5.1694185737147,0,14.5468286895722,0,0,0,17.724601305879,0,0,0,0
"lcl|NZ_AP019314.1_cds_WP_002790768.1_2258",6.38862989395601,4.2209863969692,0.758918755305285,5.56184224920262,2.6694154364151e-08,1.08955732098575e-06,9.54289382591268,9.6922687636156,9.25279993834722,8.07950366729913,20.154825394183,16.7901425607428,4.40398621284572,1.64707846834597,7.61416791431899,6.71269343552731,41.4452866363164,12.9050292503511,1.61613784632485,0,0,0,0,0,0,0,3.47030354081344,0,0,0
"lcl|NZ_AP024565.1_cds_WP_061432706.1_1324",2.31105511898875,4.09987784672589,1.21745151835467,3.36759023658426,0.000758282068343343,0.00463647861545075,17.5790149424707,0.881115342146872,15.4213332305787,3.46264442884248,3.47496989554879,11.9929589719591,0,0.823539234172983,0,1.0327220670042,0.797024743006084,0,14.5452406169236,0,0,0,0,0,0,0,0,0,0,0
"lcl|NZ_CP011339.1_cds_WP_052277696.1_4443",1050.49860653811,4.0188924702532,0.557822787541944,7.20460432956229,5.82126370997687e-13,1.16425274199537e-10,175.287891854922,1790.86693291352,1130.89777024244,2583.13274391649,2519.35317427287,3094.18341476546,90.2817173633373,162.237229132078,151.437339629233,2453.74763120198,5440.49089575953,4153.43402949763,332.116327419756,68.4947961017197,105.748589355861,67.2790826892715,173.810051131741,139.6968616738,10.4823246373836,12.4072209141153,26.0272765561008,193.065036732279,170.143805481715,167.344413671439
"lcl|NZ_CP097576.1_cds_M8120_RS08715_1731",4.85310502789286,3.79369170880265,0.82272718559481,4.61111748247374,4.00510095261534e-06,6.3010437799258e-05,11.0496665352673,5.28669205288123,10.2808888203858,6.34818145287789,13.8998795821952,14.391550766351,0,2.47061770251895,2.53805597143966,14.9744699715609,11.9553711450913,17.8685020389477,0,0,1.94034108909837,0,0,0,0,0,3.47030354081344,0,0,0
"lcl|NZ_CP046973.1_cds_WP_158199759.1_1867",49.5259141618262,3.75252259421702,0.472304552795459,7.94513322390548,1.93982191482712e-15,1.14952409767533e-12,97.4379685382663,97.8038029783028,70.938132860662,129.272058676786,144.55874765483,131.922548691551,37.9843810857944,35.4121870694383,70.219548543164,66.0942122882689,139.479330026065,88.3498156370193,28.2824123106848,0,5.82102326729512,3.63670717239306,4.82805697588171,0,0,5.31738039176369,5.20545531122016,0,19.4956443781132,6.56252602633095
"lcl|NZ_AP019314.1_cds_WP_002804066.1_1156",38.500225418085,3.68417233119144,0.73159738760142,5.03579208131153,4.75876885151776e-07,1.09870565114407e-05,46.7099539899936,102.649937360111,35.9831108713503,24.2385110018974,43.7846206839148,21.5873261495265,2.75249138302858,7.00008349047035,0,302.587565632231,128.320983623979,141.955321753862,20.2017230790606,2.58470928685735,0,5.45506075858959,0,9.31312411158668,3.4941082124612,3.5449202611758,0,16.7882640636765,1.7723313071012,3.28126301316547
"lcl|NZ_CP011339.1_cds_WP_002786820.1_2364",17645.5738896942,3.66681285291749,0.53033456048342,6.91415028576499,4.70675992520985e-12,6.7845188111133e-10,4093.39919374675,38257.5875983461,17500.1289500607,52637.389285049,53570.1359097802,46629.8237788743,2716.70899504921,2486.67671758532,3873.07341241693,42032.3044881045,74664.4809000669,54119.7218977418,7880.28813867995,1337.58705594868,1569.73594108058,2460.2324021239,3502.75533600218,2438.17589241339,235.269952972387,548.576410416954,569.129780693404,6362.75208013338,1189.23430706491,2818.60492830914
