"","B_1_1","B_1_2","B_1_3","B_2_1","B_2_2","B_2_3","B_3_1","B_3_2","B_3_3","B_4_1","B_4_2","B_4_3"
"lcl|NC_010296.1_cds_WP_012263779.1_1",100.167751871391,100.882202396684,73.1295732240422,145.190255129527,135.838667792117,145.115110682558,62.360925729536,90.3867057572748,85.3335641175283,138.277647416089,149.019223519396,143.933454928904
"lcl|NC_010296.1_cds_WP_012263780.1_2",55.3519512412736,53.325697481449,41.0295889987707,76.9586139777718,84.5412100894515,95.6215931916216,32.5510326610215,73.4688110845031,66.0422810868544,71.6612511224481,91.4782652904209,95.715875970926
"lcl|NC_010296.1_cds_WP_041803568.1_5",29.1816825696102,25.717493964922,29.1528143935688,24.5193507530291,27.5273355589785,28.3205128444176,26.2671778072894,34.8084080338537,29.7779556712426,31.3764552682327,28.2529236315142,38.0341346414114
"lcl|NC_010296.1_cds_WP_002761720.1_6",141.949133073212,115.933615564282,98.4574405939516,288.31374506148,296.180799721332,261.945428715637,146.676634300182,295.997762839377,260.228671839117,304.645855116256,180.83231618084,275.566957688645
"lcl|NC_010296.1_cds_WP_012263786.1_8",7.341732125196,7.67388891803525,9.15615769499055,5.12716750936461,6.31963279082094,6.24563383400156,4.26399492167768,8.94847562301927,9.01577971213923,4.25469684357198,21.3449285677649,7.86072411355431
"lcl|NC_010296.1_cds_WP_002797429.1_9",70.9613913396273,58.5372349531804,59.2574349032573,78.5249810559613,84.5496213132192,83.1262420755414,67.6271911966624,142.964403711368,114.053739573532,117.873601248873,94.9385301079281,125.38960689575
"lcl|NC_010296.1_cds_WP_002767156.1_10",8.07978985206755,12.1401734735055,9.20602783494148,5.85583472645777,0.869367473869547,6.40999261910686,6.54404776174143,2.9544173485524,3.084345690995,11.0622117932872,18.4989380920629,13.3580932648635
"lcl|NC_010296.1_cds_WP_002797431.1_11",6.98072927175874,8.60829341716322,8.66997403530787,2.80885874166845,1.41782749094161,3.09744609782345,2.30191336585536,6.42437061027501,5.03017451618647,9.35462205338377,15.6433973127512,7.26178224465735
"lcl|NC_010296.1_cds_WP_002797432.1_12",0.393938389657387,1.32106675194106,0.236014639857655,1.25399236706697,0.791222082959925,0.432134333872373,0,1.34442587209407,1.55950063027837,0,0,0
"lcl|NC_010296.1_cds_WP_002776225.1_13",0.658413458770092,4.21523475779401,3.10641804150674,0.785952962457464,1.48772039542465,1.89591330987668,0.439161448799549,2.10658279254176,0,4.20675659744723,4.68987162897369,1.5239514851464
"lcl|NC_010296.1_cds_WP_012263789.1_15",21.068475619337,23.6326611863084,28.1355433973428,35.7085831039447,33.1097406045959,36.9603702854006,38.4034599962854,61.748000203403,65.323046125339,64.8509480358761,90.8823976908228,64.0269341855775
"lcl|NC_010296.1_cds_WP_012263790.1_16",58.4982319392329,69.6957308583201,75.8492857111852,87.6789745255459,86.1424075169944,80.2917431631687,111.224555205282,149.977151909562,167.31519090877,148.930708910173,180.630727014006,184.38560407407
"lcl|NC_010296.1_cds_WP_012263791.1_17",15.3470027223485,14.2710842378768,9.46392770154486,21.6158656790156,31.5336779052188,32.5430394508502,33.4932993959458,111.600274555655,69.8553458147329,117.064944581709,155.513050993716,136.736965672751
"lcl|NC_010296.1_cds_WP_012263792.1_18",13.1677054652488,11.823382913465,9.42361193869998,19.6838151179844,22.548474532024,17.7152878206138,29.2049883339522,84.7206998833387,61.2221494007089,88.9901900768203,80.9645304166314,104.865606818653
"lcl|NC_010296.1_cds_WP_012263793.1_19",27.5522123626669,31.9464669343187,26.7260209287972,32.5775307539282,43.3724518632599,40.5011265486585,55.5674170606759,134.527083248854,114.990955133269,168.250679369968,157.654357873977,172.274627385125
"lcl|NC_010296.1_cds_WP_002734814.1_21",296.066585293618,320.290356306814,282.36438847016,404.088230008303,392.159676187051,443.394661859599,137.444913892397,228.992813627884,287.801359994223,361.619888966766,447.801880711316,344.500619061773
"lcl|NC_010296.1_cds_WP_002763481.1_22",5.96267290467813,3.92643587497139,12.217370081611,2.27765960548898,4.31135298265918,3.13958822160336,5.090687814656,12.2095818996298,11.3302494771245,2.03183481917519,10.1932924180755,4.41634920185284
"lcl|NC_010296.1_cds_WP_012263794.1_23",16.7648263994663,16.5110322207818,18.0860356048108,16.0454933869112,13.2738247847366,14.9907814606589,16.0385128473727,16.2469356587726,25.807991580562,17.6535935806611,17.0213871262432,21.6055422215245
"lcl|NC_010296.1_cds_WP_012263795.1_24",8.0237998371012,11.9648854399004,9.71887151294432,17.4903860749863,17.3419347586067,25.8313135396844,6.04994055585051,7.58998635999375,4.55746602102246,16.3456562318721,104.367143265668,24.2240049504615
"lcl|NC_010296.1_cds_WP_012263796.1_25",8.49551753816061,7.28678798391321,5.45900528574711,9.77334729021965,9.0178456611553,11.2265407453284,6.25370865366816,13.8582203595233,11.6055041254388,18.1870261686246,15.0499835325257,21.1918225354445
"lcl|NC_010296.1_cds_WP_002797450.1_26",42.1933291495167,36.0804022720702,30.0780159574462,50.9559503993256,48.4335639843802,53.2661358489162,23.7147182351757,41.850778145163,43.5283715827745,43.002400773905,51.5885879187106,49.274431353067
"lcl|NC_010296.1_cds_WP_002797452.1_27",21.5848759149348,24.9764948713458,30.3290853780344,21.068351350773,29.4609120481711,27.078948411329,11.13587959456,16.788175111991,20.3944490588241,31.4934396972155,23.7843489755094,30.9144444129699
